[logging start 2014-05-02 23:49:45,712]
2014-05-02 23:49:46,555 [1] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-05-02 23:49:46,569 [1] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-05-02 23:49:46,569 [1] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-05-02 23:49:46,580 [1] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-05-02 23:49:46,580 [1] INFO  (Manager) コンポーネントExamples.LRFViewerComponentをロードしました
2014-05-02 23:49:46,580 [1] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-05-02 23:49:46,582 [1] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-05-02 23:49:46,582 [1] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-05-02 23:49:46,582 [1] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-05-02 23:49:46,587 [1] INFO  (Manager) 初期化が完了しました。
[logging end 2014-05-02 23:49:45,714]
