[logging start 2014-05-02 23:30:10,678]
2014-05-02 23:30:13,769 [10] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-05-02 23:30:13,782 [10] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-05-02 23:30:13,782 [10] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-05-02 23:30:13,793 [10] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-05-02 23:30:13,794 [10] INFO  (Manager) コンポーネントExamples.LRFViewerComponentをロードしました
2014-05-02 23:30:13,794 [10] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-05-02 23:30:13,795 [10] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-05-02 23:30:13,796 [10] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-05-02 23:30:13,796 [10] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-05-02 23:30:13,802 [10] INFO  (Manager) 初期化が完了しました。
