[logging start 2014-08-11 13:45:27,531]
2014-08-11 13:45:29,892 [9] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-08-11 13:45:29,898 [9] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-08-11 13:45:29,898 [9] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-08-11 13:45:29,903 [9] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-08-11 13:45:29,903 [9] INFO  (Manager) コンポーネントExamples.KKdrawComponentをロードしました
2014-08-11 13:45:29,903 [9] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-08-11 13:45:29,904 [9] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-08-11 13:45:29,904 [9] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-08-11 13:45:29,904 [9] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-08-11 13:45:29,907 [9] INFO  (Manager) 初期化が完了しました。
[logging end 2014-08-11 13:45:27,532]
