[logging start 2014-05-02 00:54:36,728]
2014-05-02 00:54:40,618 [9] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-05-02 00:54:40,628 [9] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-05-02 00:54:40,628 [9] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-05-02 00:54:40,648 [9] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-05-02 00:54:40,648 [9] INFO  (Manager) コンポーネントExamples.LRFViewerComponentをロードしました
2014-05-02 00:54:40,648 [9] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-05-02 00:54:40,648 [9] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-05-02 00:54:40,648 [9] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-05-02 00:54:40,648 [9] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-05-02 00:54:40,658 [9] INFO  (Manager) 初期化が完了しました。
