[logging start 2014-08-06 16:17:41,616]
2014-08-06 16:17:44,914 [10] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-08-06 16:17:44,924 [10] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-08-06 16:17:44,924 [10] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-08-06 16:17:44,934 [10] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-08-06 16:17:44,934 [10] INFO  (Manager) コンポーネントExamples.KKdrawComponentをロードしました
2014-08-06 16:17:44,934 [10] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-08-06 16:17:44,934 [10] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-08-06 16:17:44,934 [10] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-08-06 16:17:44,934 [10] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-08-06 16:17:44,934 [10] INFO  (Manager) 初期化が完了しました。
