[logging start 2014-08-06 13:28:53,440]
2014-08-06 13:28:56,616 [10] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-08-06 13:28:56,630 [10] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-08-06 13:28:56,630 [10] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-08-06 13:28:56,641 [10] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-08-06 13:28:56,642 [10] INFO  (Manager) コンポーネントExamples.KKdrawComponentをロードしました
2014-08-06 13:28:56,642 [10] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-08-06 13:28:56,644 [10] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-08-06 13:28:56,644 [10] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-08-06 13:28:56,644 [10] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-08-06 13:28:56,650 [10] INFO  (Manager) 初期化が完了しました。
[logging end 2014-08-06 13:28:53,442]
