[logging start 2014-05-02 00:56:57,290]
2014-05-02 00:57:00,634 [9] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-05-02 00:57:00,647 [9] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-05-02 00:57:00,647 [9] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-05-02 00:57:00,659 [9] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-05-02 00:57:00,660 [9] INFO  (Manager) コンポーネントExamples.LRFViewerComponentをロードしました
2014-05-02 00:57:00,660 [9] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-05-02 00:57:00,661 [9] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-05-02 00:57:00,661 [9] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-05-02 00:57:00,662 [9] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-05-02 00:57:00,668 [9] INFO  (Manager) 初期化が完了しました。
