[logging start 2014-08-07 14:00:23,393]
2014-08-07 14:00:26,168 [8] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-08-07 14:00:26,182 [8] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-08-07 14:00:26,182 [8] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-08-07 14:00:26,194 [8] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-08-07 14:00:26,195 [8] INFO  (Manager) コンポーネントExamples.KKdrawComponentをロードしました
2014-08-07 14:00:26,195 [8] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-08-07 14:00:26,196 [8] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-08-07 14:00:26,196 [8] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-08-07 14:00:26,197 [8] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-08-07 14:00:26,203 [8] INFO  (Manager) 初期化が完了しました。
