[logging start 2014-05-02 00:58:41,095]
2014-05-02 00:58:44,795 [10] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-05-02 00:58:44,815 [10] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-05-02 00:58:44,815 [10] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-05-02 00:58:44,825 [10] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-05-02 00:58:44,825 [10] INFO  (Manager) コンポーネントExamples.LRFViewerComponentをロードしました
2014-05-02 00:58:44,825 [10] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-05-02 00:58:44,835 [10] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-05-02 00:58:44,835 [10] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-05-02 00:58:44,835 [10] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-05-02 00:58:44,835 [10] INFO  (Manager) 初期化が完了しました。
