[logging start 2014-05-02 17:44:10,075]
2014-05-02 17:44:13,202 [10] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-05-02 17:44:13,215 [10] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-05-02 17:44:13,216 [10] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-05-02 17:44:13,229 [10] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-05-02 17:44:13,230 [10] INFO  (Manager) コンポーネントExamples.LRFViewerComponentをロードしました
2014-05-02 17:44:13,230 [10] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-05-02 17:44:13,231 [10] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-05-02 17:44:13,231 [10] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-05-02 17:44:13,231 [10] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-05-02 17:44:13,238 [10] INFO  (Manager) 初期化が完了しました。
