[logging start 2014-08-08 12:49:13,377]
2014-08-08 12:49:16,047 [8] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-08-08 12:49:16,057 [8] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-08-08 12:49:16,057 [8] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-08-08 12:49:16,067 [8] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-08-08 12:49:16,067 [8] INFO  (Manager) コンポーネントExamples.KKdrawComponentをロードしました
2014-08-08 12:49:16,067 [8] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-08-08 12:49:16,067 [8] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-08-08 12:49:16,067 [8] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-08-08 12:49:16,067 [8] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-08-08 12:49:16,077 [8] INFO  (Manager) 初期化が完了しました。
