[logging start 2014-08-07 12:26:35,742]
2014-08-07 12:26:39,682 [10] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-08-07 12:26:39,702 [10] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-08-07 12:26:39,702 [10] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-08-07 12:26:39,712 [10] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-08-07 12:26:39,712 [10] INFO  (Manager) コンポーネントExamples.KKdrawComponentをロードしました
2014-08-07 12:26:39,712 [10] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-08-07 12:26:39,712 [10] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-08-07 12:26:39,712 [10] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-08-07 12:26:39,712 [10] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-08-07 12:26:39,722 [10] INFO  (Manager) 初期化が完了しました。
