[logging start 2014-08-11 14:05:52,398]
2014-08-11 14:05:52,834 [1] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-08-11 14:05:52,842 [1] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-08-11 14:05:52,842 [1] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-08-11 14:05:52,849 [1] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-08-11 14:05:52,849 [1] INFO  (Manager) コンポーネントExamples.KKdrawComponentをロードしました
2014-08-11 14:05:52,850 [1] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-08-11 14:05:52,850 [1] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-08-11 14:05:52,850 [1] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-08-11 14:05:52,850 [1] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-08-11 14:05:52,853 [1] INFO  (Manager) 初期化が完了しました。
[logging end 2014-08-11 14:05:52,399]
