[logging start 2014-05-02 23:42:41,789]
2014-05-02 23:42:44,914 [9] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-05-02 23:42:44,924 [9] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-05-02 23:42:44,924 [9] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-05-02 23:42:44,934 [9] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-05-02 23:42:44,934 [9] INFO  (Manager) コンポーネントExamples.LRFViewerComponentをロードしました
2014-05-02 23:42:44,934 [9] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-05-02 23:42:44,934 [9] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-05-02 23:42:44,934 [9] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-05-02 23:42:44,934 [9] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-05-02 23:42:44,944 [9] INFO  (Manager) 初期化が完了しました。
