[logging start 2014-05-05 01:41:13,714]
2014-05-05 01:41:16,804 [10] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-05-05 01:41:16,824 [10] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-05-05 01:41:16,824 [10] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-05-05 01:41:16,834 [10] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-05-05 01:41:16,834 [10] INFO  (Manager) コンポーネントExamples.LRFViewerComponentをロードしました
2014-05-05 01:41:16,834 [10] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-05-05 01:41:16,834 [10] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-05-05 01:41:16,834 [10] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-05-05 01:41:16,834 [10] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-05-05 01:41:16,844 [10] INFO  (Manager) 初期化が完了しました。
