[logging start 2014-05-02 23:34:48,436]
2014-05-02 23:34:51,584 [8] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-05-02 23:34:51,597 [8] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-05-02 23:34:51,597 [8] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-05-02 23:34:51,608 [8] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-05-02 23:34:51,609 [8] INFO  (Manager) コンポーネントExamples.LRFViewerComponentをロードしました
2014-05-02 23:34:51,609 [8] INFO  (Manager) 実行コンテキストEmptyExecutionContextをロードしました
2014-05-02 23:34:51,611 [8] INFO  (Manager) 実行コンテキストExtTrigExecutionContextをロードしました
2014-05-02 23:34:51,611 [8] INFO  (Manager) 実行コンテキストPeriodicExecutionContextをロードしました
2014-05-02 23:34:51,611 [8] INFO  (Manager) コンポーネントcomposite.PeriodicECShared.PeriodicECSharedCompositeをロードしました
2014-05-02 23:34:51,617 [8] INFO  (Manager) 初期化が完了しました。
